;n;m;k;g1_1;g2_1;start_1;end_1;g1_2;g2_2;start_2;end_2
0;10000;5;5000;2912.546599999881;3670.9999999998454;0;5000;1918.0742000002176;3670.9999999998454;0;5000
0;10000;5;6000;3496.655499999716;4405.199999999719;0;6000;2044.6185000002306;4405.199999999719;0;6000
0;10000;5;7000;4072.8082999995513;5139.399999999592;0;7000;2255.0029000001223;5139.399999999592;0;7000
0;10000;5;8000;4641.186299999387;5873.599999999466;0;8000;2563.107899999981;5873.599999999466;0;8000
0;10000;5;9000;5209.502099999228;6607.799999999339;0;9000;2850.760799999842;6607.799999999339;0;9000
0;10000;10;5000;1577.6385000000087;3058.4999999997917;0;5000;1055.1294999999946;3058.4999999997917;0;5000
0;10000;10;6000;1895.427200000031;3670.1999999997197;0;6000;1105.6496999999922;3670.1999999997197;0;6000
0;10000;10;7000;2210.0411000000104;4281.899999999786;0;7000;1239.0461999999964;4281.899999999786;0;7000
0;10000;10;8000;2523.4289999999482;4893.600000000169;0;8000;1432.922300000025;4893.600000000169;0;8000
0;10000;10;9000;2836.849699999886;5505.300000000551;0;9000;1609.2642000000585;5505.300000000551;0;9000
0;10000;15;5000;1116.3665000000121;2584.5000000002087;0;5000;714.2768999999939;2584.5000000002087;0;5000
0;10000;15;6000;1341.3008000000214;3101.4000000002866;0;6000;746.6816999999722;3101.4000000002866;0;6000
0;10000;15;7000;1563.2186000000283;3618.3000000003644;0;7000;835.5595999999556;3618.3000000003644;0;7000
0;10000;15;8000;1782.2142000000338;4135.200000000408;0;8000;966.573299999952;4135.200000000408;0;8000
0;10000;15;9000;2003.4235000000406;4652.100000000031;0;9000;1080.1230999999232;4652.100000000031;0;9000
0;10000;20;5000;871.0132999999868;2069.9999999999527;0;5000;533.8041000000038;2069.9999999999527;0;5000
0;10000;20;6000;1044.1968999999826;2484.0000000001673;0;6000;558.681799999969;2484.0000000001673;0;6000
0;10000;20;7000;1217.252199999983;2898.000000000382;0;7000;625.5813999999328;2898.000000000382;0;7000
0;10000;20;8000;1390.5440999999844;3312.0000000005966;0;8000;723.0324999999008;3312.0000000005966;0;8000
0;10000;20;9000;1562.3331999999882;3726.0000000008113;0;9000;809.7806999998661;3726.0000000008113;0;9000
0;10000;25;5000;695.5201999999822;905.3559999999441;0;5000;426.23049999999;1084.801099999941;0;5000
0;10000;25;6000;835.865599999962;1084.964899999931;0;6000;445.96629999999385;1302.2208999999434;0;6000
0;10000;25;7000;975.3534999999433;1264.364899999918;0;7000;500.5114999999928;1502.719799999939;0;7000
0;10000;25;8000;1113.7522999999444;1444.391599999905;0;8000;580.403000000002;1709.485699999937;0;8000
0;10000;25;9000;1250.4968999999567;1624.4182999998923;0;9000;650.4550000000166;1929.4122999999404;0;9000
0;10000;30;5000;586.8774000000165;1028.7922000001022;0;5000;356.9522999999943;1931.5548000001866;0;5000
0;10000;30;6000;704.8812000000166;1230.6827000001358;0;6000;373.7274999999953;2173.2194000002237;0;6000
0;10000;30;7000;821.1871000000164;1447.8990000001709;0;7000;419.7059999999969;2495.5269000002686;0;7000
0;10000;30;8000;937.9082000000166;1674.2378000002068;0;8000;486.4132999999941;2935.6971000003246;0;8000
0;10000;30;9000;1054.288800000009;1892.913700000242;0;9000;545.4957999999978;3373.3130000003803;0;9000
0;10000;35;5000;506.37330000000077;1817.6153000000202;0;5000;304.81530000000384;2097.2364000000143;0;5000
0;10000;35;6000;608.1094999999941;2176.4484000000953;0;6000;318.46360000000783;2323.542600000146;0;6000
0;10000;35;7000;708.3590999999867;2541.3216000002935;0;7000;357.5107000000128;2629.436000000316;0;7000
0;10000;35;8000;809.2012999999802;2906.550100000492;0;8000;414.78130000001755;3049.736000000541;0;8000
0;10000;35;9000;909.7101999999727;3268.936200000689;0;9000;465.2241000000241;3466.8383000007643;0;9000
0;10000;40;5000;443.74690000000794;1741.5919999999194;0;5000;266.8582000000027;1744.999999999918;0;5000
0;10000;40;6000;532.7184000000116;2088.035999999879;0;6000;278.30209999999863;1938.9359999999172;0;6000
0;10000;40;7000;620.8083000000183;2437.036000000039;0;7000;311.71819999999536;2196.771999999986;0;7000
0;10000;40;8000;708.9082000000258;2786.0360000001992;0;8000;361.26589999998953;2545.772000000146;0;8000
0;10000;40;9000;796.8356000000322;3132.1960000003583;0;9000;405.23239999998356;2892.216000000305;0;9000
0;10000;45;5000;393.058399999992;1085.9749999998978;0;5000;236.96580000000597;1087.5675999998973;0;5000
0;10000;45;6000;472.17779999998487;1302.1024999998713;0;6000;247.22730000000584;1221.8025999999147;0;6000
0;10000;45;7000;550.5662999999863;1519.602499999844;0;7000;277.18120000000226;1390.3500999999137;0;7000
0;10000;45;8000;629.0956999999953;1737.1024999998167;0;8000;321.7277999999928;1607.8500999998864;0;8000
0;10000;45;9000;707.6635000000047;1953.0774999997902;0;9000;360.960899999984;1823.9775999998599;0;9000
0;10000;50;5000;356.80140000000387;579.5139999999938;0;5000;213.4081000000071;751.9798000000351;0;5000
0;10000;50;6000;428.38130000000575;693.6696000000398;0;6000;222.42010000000715;875.8438000000849;0;6000
0;10000;50;7000;499.40970000000704;808.0696000000859;0;7000;249.35020000001012;994.6066000001332;0;7000
0;10000;50;8000;570.3153000000069;923.0702000001319;0;8000;289.39680000000715;1135.2328000000894;0;8000
0;10000;50;9000;640.9579000000055;1037.5768000001644;0;9000;324.67210000000233;1288.0270000000219;0;9000
0;10000;55;5000;324.1525000000036;475.47220000003426;0;5000;194.36999999999838;1118.4472000000355;0;5000
0;10000;55;6000;389.2884000000074;562.8771000000513;0;6000;202.77889999999823;1316.344200000069;0;6000
0;10000;55;7000;453.9312000000111;657.1547000000678;0;7000;227.02349999999763;1520.1131000000937;0;7000
0;10000;55;8000;519.062800000014;756.2563000000841;0;8000;263.3475999999968;1790.9491000001044;0;8000
0;10000;55;9000;583.6809000000158;846.2565000001011;0;9000;295.4733999999942;2089.966800000089;0;9000
0;10000;60;5000;297.3691999999992;637.266200000037;0;5000;178.12440000000265;1445.4787999999264;0;5000
0;10000;60;6000;356.93799999999635;761.6309000000608;0;6000;185.6855000000036;1634.312399999954;0;6000
0;10000;60;7000;416.3027999999926;899.2412000000817;0;7000;208.20340000000485;1883.339699999956;0;7000
0;10000;60;8000;475.88999999998896;1045.0240000000929;0;8000;241.50950000000668;2220.6859000000377;0;8000
0;10000;60;9000;534.9935999999907;1184.4799000000455;0;9000;271.0774000000075;2556.2280000002274;0;9000
0;10000;65;5000;275.1689000000022;737.4323999999867;0;5000;164.25850000000432;1269.667599999952;0;5000
0;10000;65;6000;330.48940000000067;884.4309999999875;0;6000;171.32980000000515;1423.2157999999572;0;6000
0;10000;65;7000;385.18559999999883;1035.7761999999882;0;7000;191.9774000000063;1620.5335999999256;0;7000
0;10000;65;8000;440.14979999999815;1186.6037999999726;0;8000;222.72000000000835;1880.8335999998412;0;8000
0;10000;65;9000;494.7076999999963;1334.700999999959;0;9000;250.05720000000966;2139.3749999997585;0;9000
0;10000;70;5000;255.10380000000453;752.3492999999823;0;5000;152.46810000000437;898.9168999999939;0;5000
0;10000;70;6000;306.28140000000536;900.9000999999769;0;6000;159.04470000000612;1017.5080999999748;0;6000
0;10000;70;7000;356.8543000000057;1051.9072999999896;0;7000;178.34670000000796;1160.0728000000652;0;7000
0;10000;70;8000;407.6717000000059;1203.0933000000807;0;8000;206.91160000001076;1338.9728000001776;0;8000
0;10000;70;9000;458.41320000000644;1353.4969000001718;0;9000;232.16970000001353;1517.1593000002897;0;9000
0;10000;75;5000;238.56010000000353;565.501699999986;0;5000;142.58639999999676;722.2229000000341;0;5000
0;10000;75;6000;286.4049000000036;677.3373000000299;0;6000;148.6369999999943;839.9433000000373;0;6000
0;10000;75;7000;334.09650000000346;788.9941000000742;0;7000;166.492499999991;955.3309000000581;0;7000
0;10000;75;8000;381.99790000000326;900.9236000001184;0;8000;193.2670999999851;1091.621000000057;0;8000
0;10000;75;9000;429.4641000000026;1012.8153000001621;0;9000;216.84809999997964;1237.9929000000136;0;9000
0;10000;80;5000;223.593299999995;421.09920000002944;0;5000;133.63119999999958;801.5589999999886;0;5000
0;10000;80;6000;268.480299999993;497.92530000005104;0;6000;139.35329999999925;953.9435999999554;0;6000
0;10000;80;7000;313.08349999999155;580.2683000000256;0;7000;156.15529999999987;1093.15149999997;0;7000
